FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Recovered,Active
28037,Franklin,Mississippi,US,31.47786634,-90.89672989,16,1,0,15
13191,McIntosh,Georgia,US,31.49683595,-81.40163426,4,0,0,4
1067,Henry,Alabama,US,31.51148016,-85.24267944,24,1,0,23
4023,Santa Cruz,Arizona,US,31.52508998,-110.8479088,33,0,0,33
13037,Calhoun,Georgia,US,31.53169785,-84.62725131,99,4,0,95
28085,Lincoln,Mississippi,US,31.53288662,-90.45391915,141,10,0,131
13095,Dougherty,Georgia,US,31.53328528,-84.21722377,1505,120,0,1385
48293,Limestone,Texas,US,31.5454767,-96.58095444,13,1,0,12
13069,Coffee,Georgia,US,31.54892966,-82.8549206,138,7,0,131
28077,Lawrence,Mississippi,US,31.55147224,-90.10841127,45,0,0,45
13321,Worth,Georgia,US,31.55162306,-83.85090513,153,11,0,142
13305,Wayne,Georgia,US,31.5521809,-81.91894878,13,0,0,13
48309,McLennan,Texas,US,31.55255453,-97.20217694,88,4,0,84
13005,Bacon,Georgia,US,31.55456473,-82.45936528,24,1,0,23
22085,Sabine,Louisiana,US,31.56388699,-93.55433981,17,1,0,16
1099,Monroe,Alabama,US,31.56729412,-87.36995001,13,1,0,12
28065,Jefferson Davis,Mississippi,US,31.56884708,-89.8267099,32,1,0,31
22043,Grant,Louisiana,US,31.59882456,-92.56124347,13,0,0,13
13155,Irwin,Georgia,US,31.60213036,-83.27501387,15,1,0,14
48347,Nacogdoches,Texas,US,31.62017125,-94.61803994,157,7,0,150
13061,Clay,Georgia,US,31.62221166,-84.97713865,22,3,0,19
28067,Jones,Mississippi,US,31.62257767,-89.168969,143,1,0,142
28031,Covington,Mississippi,US,31.63225413,-89.55389939,62,0,0,62
28153,Wayne,Mississippi,US,31.64135687,-88.69573913,23,0,0,23
22025,Catahoula,Louisiana,US,31.66778967,-91.84526385,36,2,0,34
22059,LaSalle,Louisiana,US,31.67884782,-92.15907765,23,0,0,23
1025,Clarke,Alabama,US,31.68099859,-87.83548597,32,1,0,31
,,Tibet,China,31.6927,88.0924,1,0,1,0
48161,Freestone,Texas,US,31.70422788,-96.15072516,3,0,0,3
48193,Hamilton,Texas,US,31.70470573,-98.11083887,5,0,0,5
13287,Turner,Georgia,US,31.71612656,-83.62069378,68,8,0,60
22069,Natchitoches,Louisiana,US,31.72321584,-93.09816516,84,4,0,80
1041,Crenshaw,Alabama,US,31.72941803,-86.31593104,19,0,0,19
28063,Jefferson,Mississippi,US,31.73397872,-91.03764977,18,0,0,18
13001,Appling,Georgia,US,31.74847232,-82.28909114,70,6,0,64
13183,Long,Georgia,US,31.75218791,-81.74952375,5,0,0,5
1013,Butler,Alabama,US,31.75300095,-86.68057478,53,1,0,52
13017,Ben Hill,Georgia,US,31.76095874,-83.22145359,25,0,0,25
13243,Randolph,Georgia,US,31.76622818,-84.75732369,159,19,0,140
48083,Coleman,Texas,US,31.76736834,-99.45240766,1,0,0,1
48141,El Paso,Texas,US,31.76980765,-106.2363275,887,18,0,869
48049,Brown,Texas,US,31.77430356,-98.99907113,36,4,0,32
13273,Terrell,Georgia,US,31.77527543,-84.44069698,183,19,0,164
13177,Lee,Georgia,US,31.7793306,-84.14324253,318,20,0,298
,,,Morocco,31.7917,-7.0926,4423,170,984,3269
48419,Shelby,Texas,US,31.79211404,-94.14550696,106,4,0,102
1109,Pike,Alabama,US,31.80396383,-85.9408295,67,0,0,67
13161,Jeff Davis,Georgia,US,31.80405727,-82.6372487,17,1,0,16
48001,Anderson,Texas,US,31.81534745,-95.65354823,29,0,0,29
,,Anhui,China,31.8257,117.2264,991,6,985,0
13179,Liberty,Georgia,US,31.82588896,-81.49251135,37,0,0,37
48399,Runnels,Texas,US,31.8314342,-99.97616148,1,0,0,1
48073,Cherokee,Texas,US,31.837258,-95.16559897,14,1,0,13
48495,Winkler,Texas,US,31.85008651,-103.0485163,3,0,0,3
13239,Quitman,Georgia,US,31.86728114,-85.01773177,4,1,0,3
1005,Barbour,Alabama,US,31.868263,-85.3871286,39,1,0,38
48135,Ector,Texas,US,31.86898877,-102.5429428,81,4,0,77
48329,Midland,Texas,US,31.86904128,-102.0315682,76,6,0,70
48173,Glasscock,Texas,US,31.86942909,-101.5207776,1,0,0,1
28029,Copiah,Mississippi,US,31.86977774,-90.44565118,96,1,0,95
4003,Cochise,Arizona,US,31.87934684,-109.7516088,39,0,0,39
48035,Bosque,Texas,US,31.89978581,-97.63613524,4,0,0,4
28127,Simpson,Mississippi,US,31.91282117,-89.91716179,46,0,0,46
35023,Hidalgo,New Mexico,US,31.91383467,-108.7151824,0,0,0,0
13081,Crisp,Georgia,US,31.92289565,-83.76811843,165,3,0,162
13271,Telfair,Georgia,US,31.92829517,-82.93491155,27,0,0,27
22127,Winn,Louisiana,US,31.94449367,-92.63789413,32,2,0,30
48093,Comanche,Texas,US,31.94854689,-98.55876441,4,1,0,3
,,,West Bank and Gaza,31.9522,35.2332,344,2,76,266
28021,Claiborne,Mississippi,US,31.97061673,-90.90702196,22,0,0,22
13315,Wilcox,Georgia,US,31.97496928,-83.43438555,90,9,0,81
1131,Wilcox,Alabama,US,31.98773215,-87.30891118,66,2,0,64
48217,Hill,Texas,US,31.99045053,-97.13423143,16,1,0,15
13051,Chatham,Georgia,US,32.00043026,-81.12489526,226,9,0,217
22107,Tensas,Louisiana,US,32.00760749,-91.32915234,1,0,0,1
13029,Bryan,Georgia,US,32.00979311,-81.44002948,52,2,0,50
28129,Smith,Mississippi,US,32.01744532,-89.50644846,74,4,0,70
28061,Jasper,Mississippi,US,32.01922104,-89.11786866,42,1,0,41
1023,Choctaw,Alabama,US,32.02227341,-88.2656443,43,0,0,43
13261,Sumter,Georgia,US,32.03650571,-84.19821492,380,28,0,352
13307,Webster,Georgia,US,32.04066113,-84.54742852,10,2,0,8
28023,Clarke,Mississippi,US,32.04158545,-88.6889622,54,3,0,51
48349,Navarro,Texas,US,32.04620681,-96.47428766,30,2,0,28
13267,Tattnall,Georgia,US,32.04785085,-82.05539188,10,0,0,10
22031,De Soto,Louisiana,US,32.05457447,-93.74130302,190,11,0,179
13259,Stewart,Georgia,US,32.07996777,-84.83208037,24,0,0,24
22021,Caldwell,Louisiana,US,32.0902519,-92.11752148,18,0,0,18
22081,Red River,Louisiana,US,32.09530039,-93.34213308,25,5,0,20
4019,Pima,Arizona,US,32.0971334,-111.7890033,1241,80,0,1161
1011,Bullock,Alabama,US,32.10030533,-85.71265535,13,0,0,13
48401,Rusk,Texas,US,32.10773545,-94.76176432,35,1,0,34
13309,Wheeler,Georgia,US,32.12009104,-82.72574721,4,0,0,4
13279,Toombs,Georgia,US,32.12059861,-82.32957247,31,3,0,28
22041,Franklin,Louisiana,US,32.13675181,-91.67589857,125,3,0,122
13109,Evans,Georgia,US,32.15328841,-81.8870105,4,0,0,4
13093,Dooly,Georgia,US,32.15630737,-83.79746561,129,9,0,120
1085,Lowndes,Alabama,US,32.1597283,-86.65158371,65,1,0,64
48365,Panola,Texas,US,32.1639596,-94.30552481,107,7,0,100
13209,Montgomery,Georgia,US,32.17201038,-82.53527476,2,0,0,2
13091,Dodge,Georgia,US,32.17265114,-83.16948926,26,1,0,25
35029,Luna,New Mexico,US,32.18179341,-107.7508826,5,1,0,4
48213,Henderson,Texas,US,32.21128872,-95.85846587,25,0,0,25
1101,Montgomery,Alabama,US,32.2206831,-86.20969272,337,6,0,331
13235,Pulaski,Georgia,US,32.23334561,-83.4754996,30,1,0,29
48143,Erath,Texas,US,32.23602653,-98.21773417,12,1,0,11
1091,Marengo,Alabama,US,32.24767634,-87.78796182,49,3,0,46
28121,Rankin,Mississippi,US,32.26469147,-89.94537876,186,5,0,181
13249,Schley,Georgia,US,32.2654021,-84.31258912,16,1,0,15
28049,Hinds,Mississippi,US,32.2656285,-90.44435448,470,8,0,462
1113,Russell,Alabama,US,32.28725256,-85.18415324,57,0,0,57
48059,Callahan,Texas,US,32.29760619,-99.37326312,2,0,0,2
48441,Taylor,Texas,US,32.30163422,-99.89007449,291,5,0,286
22049,Jackson,Louisiana,US,32.30251776,-92.55692092,34,2,0,32
48353,Nolan,Texas,US,32.30365282,-100.4060208,1,0,0,1
48003,Andrews,Texas,US,32.30468633,-102.6376548,19,0,0,19
48317,Martin,Texas,US,32.30600051,-101.9513518,2,0,0,2
48227,Howard,Texas,US,32.30621324,-101.4356444,4,1,0,3
48335,Mitchell,Texas,US,32.30623474,-100.9212058,1,0,0,1
,,Bermuda,United Kingdom,32.3078,-64.7505,114,6,48,60
1047,Dallas,Alabama,US,32.32688101,-87.1086671,41,3,0,38
48133,Eastland,Texas,US,32.32743996,-98.83243566,3,0,0,3
13053,Chattahoochee,Georgia,US,32.34341231,-84.78809239,12,0,0,12
22013,Bienville,Louisiana,US,32.34569994,-93.05398492,77,13,0,64
13197,Marion,Georgia,US,32.3483402,-84.52733571,42,1,0,41
48139,Ellis,Texas,US,32.34894117,-96.79371841,148,6,0,142
13193,Macon,Georgia,US,32.35207048,-84.04234127,79,3,0,76
35013,Dona Ana,New Mexico,US,32.35275771,-106.8329387,144,1,0,143
28149,Warren,Mississippi,US,32.35810271,-90.83352619,68,2,0,66
13103,Effingham,Georgia,US,32.36616021,-81.34280942,35,1,0,34
22065,Madison,Louisiana,US,32.36918118,-91.23973355,7,0,0,7
48423,Smith,Texas,US,32.37474036,-95.2717568,142,3,0,139
48251,Johnson,Texas,US,32.37877812,-97.36615819,69,4,0,65
1087,Macon,Alabama,US,32.38759944,-85.69267724,37,2,0,35
45013,Beaufort,South Carolina,US,32.39226291,-80.72619758,263,11,0,252
13031,Bulloch,Georgia,US,32.39577406,-81.74811421,37,2,0,35
28101,Newton,Mississippi,US,32.40021118,-89.11843336,81,0,0,81
13043,Candler,Georgia,US,32.40209349,-82.07702563,7,0,0,7
28075,Lauderdale,Mississippi,US,32.40419769,-88.66229662,349,20,0,329
13283,Treutlen,Georgia,US,32.40422134,-82.56904553,3,0,0,3
28123,Scott,Mississippi,US,32.4067041,-89.53789439,316,0,0,316
22083,Richland,Louisiana,US,32.41391005,-91.76634876,58,0,0,58
,,,Iran,32.427908,53.688046,94640,6028,75103,13509
48221,Hood,Texas,US,32.42990927,-97.83242024,19,3,0,16
45053,Jasper,South Carolina,US,32.43171982,-81.02487495,19,1,0,18
13023,Bleckley,Georgia,US,32.43829035,-83.33035166,16,0,0,16
13153,Houston,Georgia,US,32.45802497,-83.66879087,223,14,0,209
13175,Laurens,Georgia,US,32.46325233,-82.92221316,60,1,0,59
35015,Eddy,New Mexico,US,32.47167456,-104.3053527,12,1,0,11
22073,Ouachita,Louisiana,US,32.47645559,-92.15704172,706,16,0,690
48183,Gregg,Texas,US,32.47940482,-94.81591935,73,0,0,73
13215,Muscogee,Georgia,US,32.50931999,-84.87142262,303,7,0,296
1001,Autauga,Alabama,US,32.53952745,-86.64408227,44,4,0,40
48203,Harrison,Texas,US,32.54935988,-94.36934071,102,7,0,95
13269,Taylor,Georgia,US,32.55792548,-84.25077141,17,2,0,15
48467,Van Zandt,Texas,US,32.56483801,-95.83766469,14,1,0,13
13225,Peach,Georgia,US,32.56934316,-83.82937,46,2,0,44
22017,Caddo,Louisiana,US,32.57991587,-93.88375652,1540,107,0,1433
1119,Sumter,Alabama,US,32.59117397,-88.19916205,64,2,0,62
13107,Emanuel,Georgia,US,32.59221302,-82.30239915,21,0,0,21
1051,Elmore,Alabama,US,32.59785413,-86.14415284,86,2,0,84
48257,Kaufman,Texas,US,32.5991417,-96.28734728,86,1,0,85
22061,Lincoln,Louisiana,US,32.6003154,-92.6659741,85,8,0,77
1081,Lee,Alabama,US,32.60154883,-85.35132246,394,29,0,365
35035,Otero,New Mexico,US,32.61348406,-105.7417604,5,0,0,5
28089,Madison,Mississippi,US,32.63389156,-90.03513564,229,8,0,221
1105,Perry,Alabama,US,32.64048341,-87.29770589,9,0,0,9
13289,Twiggs,Georgia,US,32.67435595,-83.43078662,8,0,0,8
22015,Bossier,Louisiana,US,32.67932307,-93.60460152,286,17,0,269
13263,Talbot,Georgia,US,32.69642758,-84.53351366,26,1,0,25
13167,Johnson,Georgia,US,32.70211082,-82.66166794,49,2,0,47
22119,Webster,Louisiana,US,32.70847669,-93.33121835,85,4,0,81
13079,Crawford,Georgia,US,32.71391813,-83.98061238,15,0,0,15
48429,Stephens,Texas,US,32.73553157,-98.83631615,1,0,0,1
48459,Upshur,Texas,US,32.73706798,-94.93999853,14,0,0,14
13145,Harris,Georgia,US,32.73709786,-84.90538572,60,2,0,58
35017,Grant,New Mexico,US,32.73911281,-108.3827845,14,0,0,14
22035,East Carroll,Louisiana,US,32.73926954,-91.23425694,9,0,0,9
48253,Jones,Texas,US,32.73997145,-99.87861576,37,0,0,37
48165,Gaines,Texas,US,32.74055318,-102.6353295,2,0,0,2
48115,Dawson,Texas,US,32.74255572,-101.9477242,24,1,0,23
48415,Scurry,Texas,US,32.74613808,-100.9162664,2,0,0,2
13251,Screven,Georgia,US,32.74976524,-81.60779441,15,1,0,14
48363,Palo Pinto,Texas,US,32.75310985,-98.31319001,7,1,0,6
28099,Neshoba,Mississippi,US,32.75339664,-89.11726492,187,3,0,184
28079,Leake,Mississippi,US,32.7536828,-89.52402044,204,2,0,202
28069,Kemper,Mississippi,US,32.75462946,-88.64105766,57,2,0,55
1065,Hale,Alabama,US,32.76039258,-87.63284988,47,2,0,45
48113,Dallas,Texas,US,32.76670599,-96.7779605,3531,104,0,3427
4027,Yuma,Arizona,US,32.76895712,-113.9066674,85,1,0,84
48439,Tarrant,Texas,US,32.77143818,-97.29101614,2246,68,0,2178
45049,Hampton,South Carolina,US,32.77419582,-81.13845571,23,0,0,23
48367,Parker,Texas,US,32.77757172,-97.80500621,30,0,0,30
28163,Yazoo,Mississippi,US,32.77890365,-90.39656148,135,1,0,134
22123,West Carroll,Louisiana,US,32.78550125,-91.461201,4,0,0,4
48499,Wood,Texas,US,32.78722382,-95.38236368,8,0,0,8
35025,Lea,New Mexico,US,32.79215361,-103.4123733,10,0,0,10
13165,Jenkins,Georgia,US,32.79248718,-81.96040187,16,1,0,15
48315,Marion,Texas,US,32.79868409,-94.3566123,13,0,0,13
13319,Wilkinson,Georgia,US,32.80291082,-83.17140684,35,2,0,33
13021,Bibb,Georgia,US,32.80904227,-83.70489165,305,10,0,295
22067,Morehouse,Louisiana,US,32.81686191,-91.80421614,52,4,0,48
22027,Claiborne,Louisiana,US,32.82308512,-92.99526883,59,7,0,52
45019,Charleston,South Carolina,US,32.82487866,-79.96512315,444,7,0,437
22111,Union,Louisiana,US,32.83121059,-92.3749373,117,6,0,111
1021,Chilton,Alabama,US,32.85044126,-86.7173256,53,1,0,52
1063,Greene,Alabama,US,32.85504247,-87.95684022,55,1,0,54
1123,Tallapoosa,Alabama,US,32.86698258,-85.79833053,285,18,0,267
48379,Rains,Texas,US,32.87109387,-95.79232691,2,0,0,2
45029,Colleton,South Carolina,US,32.87582989,-80.67641292,27,4,0,23
13293,Upson,Georgia,US,32.87920671,-84.30024826,216,18,0,198
28125,Sharkey,Mississippi,US,32.88149103,-90.8159538,5,0,0,5
48397,Rockwall,Texas,US,32.89779518,-96.40771592,75,1,0,74
4021,Pinal,Arizona,US,32.90525627,-111.3449483,397,11,0,386
1017,Chambers,Alabama,US,32.91360079,-85.39072749,295,21,0,274
4009,Graham,Arizona,US,32.93166885,-109.8882178,16,0,0,16
1037,Coosa,Alabama,US,32.93690146,-86.24847739,31,1,0,30
13303,Washington,Georgia,US,32.96711864,-82.79357039,42,1,0,41
,,Jiangsu,China,32.9711,119.455,653,0,650,3
48063,Camp,Texas,US,32.97195142,-94.97790104,6,0,0,6
45005,Allendale,South Carolina,US,32.98837386,-81.35321066,10,1,0,9
1007,Bibb,Alabama,US,32.99642064,-87.1251146,42,0,0,42
13207,Monroe,Georgia,US,33.014289,-83.92097166,23,3,0,20
13169,Jones,Georgia,US,33.02512137,-83.56019163,28,0,0,28
13285,Troup,Georgia,US,33.03349196,-85.02812115,148,4,0,144
6073,San Diego,California,US,33.03484597,-116.7365326,3432,120,0,3312
6025,Imperial,California,US,33.0393082,-115.3669042,319,8,0,311
13199,Meriwether,Georgia,US,33.04163534,-84.68859732,54,1,0,53
13163,Jefferson,Georgia,US,33.05867328,-82.41609057,14,1,0,13
13033,Burke,Georgia,US,33.05917989,-81.99928721,85,3,0,82
13009,Baldwin,Georgia,US,33.06882326,-83.24701748,215,8,0,207
48067,Cass,Texas,US,33.07499881,-94.34646905,13,0,0,13
13171,Lamar,Georgia,US,33.07841647,-84.14263877,38,1,0,37
45035,Dorchester,South Carolina,US,33.0794369,-80.40502652,97,3,0,94
28007,Attala,Mississippi,US,33.08658803,-89.57838564,99,0,0,99
28159,Winston,Mississippi,US,33.08747908,-89.03391385,42,0,0,42
13231,Pike,Georgia,US,33.09310242,-84.38790389,40,2,0,38
28103,Noxubee,Mississippi,US,33.11009499,-88.56949061,66,0,0,66
48343,Morris,Texas,US,33.11304005,-94.73255695,5,0,0,5
28051,Holmes,Mississippi,US,33.12345854,-90.08923538,133,5,0,128
48231,Hunt,Texas,US,33.12351514,-96.08551032,44,3,0,41
28053,Humphreys,Mississippi,US,33.12825718,-90.52252707,23,3,0,20
35051,Sierra,New Mexico,US,33.13028233,-107.1925893,1,0,0,1
48223,Hopkins,Texas,US,33.14875072,-95.56351139,4,0,0,4
5139,Union,Arkansas,US,33.16887091,-92.59746952,50,0,0,50
48501,Yoakum,Texas,US,33.17320212,-102.8276433,1,0,0,1
48445,Terry,Texas,US,33.17402785,-102.3354521,11,0,0,11
48159,Franklin,Texas,US,33.17653242,-95.21917243,1,0,0,1
48305,Lynn,Texas,US,33.17657705,-101.8162849,5,1,0,4
48503,Young,Texas,US,33.17659707,-98.68790885,4,1,0,3
48169,Garza,Texas,US,33.17969345,-101.2984114,1,0,0,1
48085,Collin,Texas,US,33.18820114,-96.57264368,710,19,0,691
5003,Ashley,Arkansas,US,33.19153461,-91.7698471,15,0,0,15
45015,Berkeley,South Carolina,US,33.20222596,-79.94654523,180,10,0,170
48121,Denton,Texas,US,33.20521901,-97.11691153,748,20,0,728
5027,Columbia,Arkansas,US,33.21230701,-93.22642793,13,0,0,13
48449,Titus,Texas,US,33.21339719,-94.96797273,16,0,0,16
4011,Greenlee,Arizona,US,33.21498827,-109.2405279,2,0,0,2
48497,Wise,Texas,US,33.21570665,-97.65460265,17,2,0,15
45009,Bamberg,South Carolina,US,33.21927586,-81.05659969,10,0,0,10
,,,Iraq,33.223191,43.679291,2085,93,1375,617
48237,Jack,Texas,US,33.23377248,-98.17283469,4,0,0,4
5073,Lafayette,Arkansas,US,33.24116713,-93.60677071,7,1,0,6
13255,Spalding,Georgia,US,33.26310031,-84.28013991,208,9,0,199
5017,Chicot,Arkansas,US,33.26458973,-91.29539209,9,0,0,9
45011,Barnwell,South Carolina,US,33.26679302,-81.43584352,20,0,0,20
1117,Shelby,Alabama,US,33.26879845,-86.66232561,320,12,0,308
1027,Clay,Alabama,US,33.26984193,-85.85836077,21,1,0,20
13141,Hancock,Georgia,US,33.2721566,-82.99766919,45,2,0,43
1107,Pickens,Alabama,US,33.28094866,-88.08818103,48,1,0,47
13035,Butts,Georgia,US,33.2830945,-83.9543504,141,11,0,130
28151,Washington,Mississippi,US,33.28392041,-90.94196237,77,3,0,74
1125,Tuscaloosa,Alabama,US,33.28726072,-87.52556818,208,1,0,207
1111,Randolph,Alabama,US,33.29526734,-85.45708831,62,4,0,58
13149,Heard,Georgia,US,33.29686567,-85.12886832,10,1,0,9
5091,Miller,Arkansas,US,33.31403423,-93.89285258,34,1,0,33
13159,Jasper,Georgia,US,33.31535543,-83.68844964,21,0,0,21
13237,Putnam,Georgia,US,33.32056115,-83.37552891,40,5,0,35
28019,Choctaw,Mississippi,US,33.34598242,-89.24809382,13,1,0,12
4013,Maricopa,Arizona,US,33.34835867,-112.4918154,3972,145,0,3827
13077,Coweta,Georgia,US,33.35334302,-84.76129976,195,4,0,191
13245,Richmond,Georgia,US,33.35777107,-82.07026432,406,15,0,391
35005,Chaves,New Mexico,US,33.36406072,-104.4665365,22,1,0,21
1121,Talladega,Alabama,US,33.37823223,-86.16886178,61,2,0,59
48119,Delta,Texas,US,33.38570922,-95.66921122,1,0,0,1
13301,Warren,Georgia,US,33.41146451,-82.67795848,12,0,0,12
13113,Fayette,Georgia,US,33.41357794,-84.49089434,176,10,0,166
28105,Oktibbeha,Mississippi,US,33.42491685,-88.87905132,51,3,0,48
45043,Georgetown,South Carolina,US,33.43443342,-79.33202141,43,3,0,40
45075,Orangeburg,South Carolina,US,33.4391073,-80.79886287,72,1,0,71
48037,Bowie,Texas,US,33.44626922,-94.41834132,70,2,0,68
28015,Carroll,Mississippi,US,33.44834567,-89.91994479,38,1,0,37
13151,Henry,Georgia,US,33.4533428,-84.1481466,492,12,0,480
5011,Bradley,Arkansas,US,33.46755808,-92.15980837,12,1,0,11
28087,Lowndes,Mississippi,US,33.47386518,-88.4419153,54,2,0,52
13189,McDuffie,Georgia,US,33.47851918,-82.48252774,45,4,0,41
28097,Montgomery,Mississippi,US,33.49419589,-89.61729103,28,1,0,27
13063,Clayton,Georgia,US,33.54187245,-84.35594188,713,27,0,686
45003,Aiken,South Carolina,US,33.54338026,-81.63645384,99,6,0,93
13073,Columbia,Georgia,US,33.54534185,-82.263524,160,4,0,156
13217,Newton,Georgia,US,33.55514538,-83.8454714,196,7,0,189
28083,Leflore,Mississippi,US,33.55545125,-90.29900733,148,17,0,131
1073,Jefferson,Alabama,US,33.55554728,-86.895063,886,46,0,840
13133,Greene,Georgia,US,33.5769205,-83.17139104,54,2,0,52
13045,Carroll,Georgia,US,33.58138199,-85.07976677,358,14,0,344
5103,Ouachita,Arkansas,US,33.58839816,-92.87795984,6,0,0,6
5043,Drew,Arkansas,US,33.59035001,-91.71777921,16,1,0,15
13211,Morgan,Georgia,US,33.59232073,-83.49129491,28,0,0,28
48147,Fannin,Texas,US,33.59564294,-96.10751083,18,0,0,18
28133,Sunflower,Mississippi,US,33.60192578,-90.58882684,53,2,0,51
48079,Cochran,Texas,US,33.60425307,-102.8284499,1,0,0,1
48275,Knox,Texas,US,33.60519951,-99.7422906,1,0,0,1
48219,Hockley,Texas,US,33.60771256,-102.3431676,20,1,0,19
48303,Lubbock,Texas,US,33.61008596,-101.8204789,516,43,0,473
28155,Webster,Mississippi,US,33.61300486,-89.28392912,18,1,0,17
48107,Crosby,Texas,US,33.61431553,-101.3000364,2,1,0,1
48125,Dickens,Texas,US,33.61616822,-100.7788855,1,0,0,1
48387,Red River,Texas,US,33.61886692,-95.04841765,1,0,0,1
45089,Williamsburg,South Carolina,US,33.62190129,-79.72767442,67,0,0,67
48181,Grayson,Texas,US,33.62744998,-96.67753461,31,0,0,31
48097,Cooke,Texas,US,33.63979567,-97.21240912,8,0,0,8
13247,Rockdale,Georgia,US,33.65145002,-84.02202167,186,6,0,180
28025,Clay,Mississippi,US,33.65358105,-88.77784255,40,2,0,38
5099,Nevada,Arkansas,US,33.66340119,-93.30632432,1,0,0,1
45027,Clarendon,South Carolina,US,33.66610974,-80.21647898,210,18,0,192
45017,Calhoun,South Carolina,US,33.66926881,-80.77722168,7,1,0,6
48277,Lamar,Texas,US,33.66981763,-95.57404777,51,0,0,51
48337,Montague,Texas,US,33.67521893,-97.72500958,6,1,0,5
1029,Cleburne,Alabama,US,33.67679204,-85.52005899,12,1,0,11
6059,Orange,California,US,33.70147516,-117.7645998,2393,45,0,2348
13097,Douglas,Georgia,US,33.70291126,-84.77026156,319,11,0,308
1115,St. Clair,Alabama,US,33.71902176,-86.31029372,72,0,0,72
1057,Fayette,Alabama,US,33.72076938,-87.73886638,6,0,0,6
4012,La Paz,Arizona,US,33.72854224,-113.9810029,14,1,0,13
5057,Hempstead,Arkansas,US,33.73325583,-93.66935133,6,1,0,5
6065,Riverside,California,US,33.74314981,-115.9933578,4031,149,0,3882
35027,Lincoln,New Mexico,US,33.74526079,-105.4586166,2,0,0,2
13089,DeKalb,Georgia,US,33.76944049,-84.22396017,2026,47,0,1979
28043,Grenada,Mississippi,US,33.77036166,-89.80245083,28,0,0,28
45037,Edgefield,South Carolina,US,33.77221995,-81.96231108,29,1,0,28
1015,Calhoun,Alabama,US,33.77483727,-85.82630386,94,3,0,91
1075,Lamar,Alabama,US,33.77995024,-88.09668032,11,0,0,11
13297,Walton,Georgia,US,33.78017694,-83.73552314,126,4,0,122
13317,Wilkes,Georgia,US,33.78290391,-82.74286107,25,0,0,25
48077,Clay,Texas,US,33.78686685,-98.20771198,3,0,0,3
13181,Lincoln,Georgia,US,33.79201475,-82.45024131,12,0,0,12
13121,Fulton,Georgia,US,33.79216944,-84.46319413,2811,117,0,2694
13143,Haralson,Georgia,US,33.79602175,-85.21005667,27,1,0,26
28011,Bolivar,Mississippi,US,33.79696941,-90.87372121,102,7,0,95
4007,Gila,Arizona,US,33.80190085,-110.8132779,13,0,0,13
1127,Walker,Alabama,US,33.80270512,-87.30027177,96,0,0,96
5041,Desha,Arkansas,US,33.83011025,-91.25500948,16,0,0,16
13219,Oconee,Georgia,US,33.83749973,-83.43679568,64,0,0,64
,,,Lebanon,33.8547,35.8623,725,24,150,551
13221,Oglethorpe,Georgia,US,33.8786296,-83.08278123,48,3,0,45
